"iso1","iso2","group","community"
-2.96574819926731,0.803086335633878,2,1
-0.140081563515687,4.29789625765722,2,1
-2.0154688527357,2.94775909810216,2,1
0.220758182663901,6.57393064440591,2,1
-1.54323031274659,1.56020104921184,2,1
-17.8108429210747,-0.988208658527326,3,1
-15.8827206291234,2.8122562765076,3,1
-15.3051409673378,-7.95648032659397,3,1
-16.1566370079911,1.14714980717145,3,1
-17.5477652299688,2.28685412632995,3,1
-16.4709016074643,5.70938379526423,3,1
-16.859793838409,4.23738599231466,3,1
-17.8432153257556,2.5763401898053,3,1
-19.2716409003152,6.29949380498156,3,1
-15.7524953520463,2.17157720459529,3,1
-18.3876591814043,1.93032913910282,3,1
-18.292075546383,2.96455116399221,3,1
-17.3716035357601,-0.423092833658121,3,1
-17.7778320854282,-0.841666865520643,3,1
-21.1187162633864,7.80021548210376,3,1
-18.5138734140127,5.64126405935286,3,1
-16.7678000171364,-2.4904236108231,3,1
-15.7280001794498,3.13833236836515,3,1
-19.9335579713291,5.49605609199408,3,1
-18.8908319615529,7.37933779756311,3,1
-21.904447774209,11.3524606321328,3,1
-16.1218315384027,0.756060897329097,3,1
-17.7885652039933,-2.27605697208206,3,1
-16.4673443202139,-3.05052706217493,3,1
-18.7439612928283,-2.93568271272936,3,1
-17.4376915537002,8.89530495899238,3,1
-16.1545563457712,0.852993578885904,3,1
-18.1908175516425,12.069899645268,3,1
-16.3704509229409,-2.69562487568266,3,1
-16.6977500345076,8.19750866384689,3,1
-3.34705109743253,6.16595392309232,1,2
-3.27830889696071,6.48266240066178,1,2
-2.45055422668838,4.47351688240092,1,2
-2.70124565024812,4.90127612585726,1,2
-3.16791558784336,5.52440128553587,1,2
-3.09074081042406,4.77890819894635,1,2
-2.15727893357159,3.42905001926054,1,2
-3.25071167716783,6.85787577978197,1,2
-2.30190785269395,2.70202580979878,1,2
-2.07268251667097,3.01856347390066,1,2
-3.40028414462988,7.01399149730183,1,2
-1.74349958557557,1.66751323643377,1,2
-2.92173973190676,4.7375211308646,1,2
-2.11496547725005,2.51561423038504,1,2
-2.8832456427188,4.70444979876343,1,2
-3.53315283998658,7.37119919218288,1,2
-3.25741503516841,5.96248648953034,1,2
-3.08757127381981,6.06053204810677,1,2
-2.53540336816765,3.79389159054526,1,2
-2.82478126214411,4.15544227626379,1,2
-3.48126672345221,7.27984708057199,1,2
-2.34202060993437,3.33021965488285,1,2
-2.72038049488746,4.0583356590436,1,2
-3.05639524814954,5.05937674621111,1,2
-2.37664260177914,2.83141198415936,1,2
-2.12701617110781,2.48562448535188,1,2
-3.07189380100785,6.05035946934442,1,2
-3.38697816649912,6.81333077155926,1,2
-3.63977442924402,7.06365414301399,1,2
-2.52794147611575,4.1315107985886,1,2
-20.5526189494642,9.00451554979991,2,2
-19.8115061357136,10.2408686780242,2,2
-19.4086831803778,8.16659829714952,2,2
-20.8121416182987,6.0453663138206,2,2
-17.0624965920411,4.61588613685217,2,2
-21.7514031389812,7.90750053354592,2,2
-19.2148346222605,5.7604380483023,2,2
-19.2641606694249,7.87939147981606,2,2
-19.1085842010043,5.01636197903751,2,2
-19.0542729609029,8.29068640800399,2,2
-17.2733262333571,3.83953680932592,2,2
-19.6537084782943,10.9093932692133,2,2
-16.1094907912855,7.97900504240826,2,2
-17.7166089264662,9.31344162516927,2,2
-17.4104268086586,4.87333568010173,2,2
-21.5969451930425,5.81219336660543,2,2
-20.1352827048964,10.2499243387993,2,2
-18.8135234981563,9.33710464508212,2,2
-20.2456788018289,7.12112215613954,2,2
-20.4535455773448,5.3763225332397,2,2
-16.9008663828388,8.39428097796047,2,2
-22.0149992095186,10.6079264740887,2,2
-20.1320650277649,5.70542078498704,2,2
-18.1479360107192,6.85183357308926,2,2
-19.2537540487445,5.95014075615589,2,2
-20.3983322841617,4.22529468708978,2,2
-16.5352096938036,9.67913610978812,2,2
-18.5766943205284,7.85644179208342,2,2
-21.863873157277,7.39619719454336,2,2
-19.6448185808724,7.59433509119503,2,2
-18.4323440985233,1.5564864238065,3,2
-18.2983078197197,-0.551420147120928,3,2
-18.495014719002,0.173770617118096,3,2
-19.3361333287856,0.344455037378182,3,2
-20.3097080616851,-1.43932384358501,3,2
-18.0210200745058,0.305755089091514,3,2
-18.9521815686948,-0.300884888851815,3,2
-17.7969872910128,0.410495705572529,3,2
-17.3156920404981,2.2957084313694,3,2
-18.5160374893363,0.926561644004583,3,2
-18.0266397383223,0.721182828071351,3,2
-18.4853743355027,-0.273867720905332,3,2
-17.9429705054484,0.237236102821788,3,2
-18.6000882534545,1.24706607573373,3,2
-18.4764634071512,0.989130130501855,3,2
-17.2886168292799,0.132920959765017,3,2
-18.4298932355511,0.53164261485076,3,2
-17.2585330843414,2.29652974126319,3,2
-17.7698503724564,0.480680230682401,3,2
-18.3810215026105,0.440912081288834,3,2
-18.370924999479,-0.976256884335426,3,2
-17.6888271620467,1.10430074337641,3,2
-18.530378423693,-0.127025032878533,3,2
-17.0408461021013,2.55293907792817,3,2
-18.1615327989074,-0.106284218516346,3,2
-18.3699994212548,0.171332986184278,3,2
-18.1622690169301,1.42804485329404,3,2
-17.7807564646275,1.0180024518127,3,2
-17.8039713571239,0.775135935060867,3,2
-18.8828189467472,0.0374927352968003,3,2
